,Image,Tour Name,Tour Type,Tour Duration,Tour Price,Price Per,Cancellation,Tour By,City,Country,Link
17,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b7/38/8c/caption.jpg?w=500&h=400&s=1,Art Institute of Chicago Private Guided Tour with Skip-the-Line Ticket,Walking Tours,120–150 minutes,$100.70,per adult,Free cancellation,By Babylon Tours Chicago,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d15844388-Reviews-Babylon_Tours_Chicago-Chicago_Illinois.html
18,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/35/7d/10/caption.jpg?w=500&h=400&s=1,Chicago-Lincoln Park Indoor Skydiving with 2 Flights & Personalized Certificate,,1–2 hours,$92.64,per adult,,By iFLY Indoor Skydiving - Chicago (Lincoln Park),Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d10077577-Reviews-IFLY_Indoor_Skydiving_Chicago_Lincoln_Park-Chicago_Illinois.html
19,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/fc/60/6b/caption.jpg?w=500&h=400&s=1,Underground Donut Tour: Chicago's First Donut Tour,City Tours,2 hours,$40.00,per adult,Free cancellation,By Underground Donut Tour,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d8355586-Reviews-Underground_Donut_Tour-Chicago_Illinois.html
20,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c1/75/48/caption.jpg?w=500&h=400&s=1,Chicago's Chinatown Food and Walking Tour,City Tours,3 hours,$74.99,per adult,Free cancellation,By Bobby's Bike Hike Chicago,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d659394-Reviews-Bobby_s_Bike_Hike_Chicago-Chicago_Illinois.html
21,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/15/5d/7d/caption.jpg?w=500&h=400&s=1,"Go City: Chicago Explorer Pass - Choose 2, 3, 4, 5, 6 or 7 Attractions",Bus Tours,3+ days,$59.00,per adult,,By Go City | Chicago,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d19512900-Reviews-Go_City_Chicago-Chicago_Illinois.html
22,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/44/ba/61/caption.jpg?w=500&h=400&s=1,Chicago City Minibus Tour,Bus Tours,2 hours,$39.95,per adult,Free cancellation,By See it All Chicago Tours,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d2642801-Reviews-See_it_All_Chicago_Tours-Chicago_Illinois.html
23,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f3/cd/a6/caption.jpg?w=500&h=400&s=1,Premier Chicago River Architectural Lunch Cruise,Lunch Cruises,2 hours,$105.05,per adult,,By City Experiences By Hornblower,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d2205635-Reviews-City_Experiences_By_Hornblower-Chicago_Illinois.html
24,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/fc/60/69/caption.jpg?w=500&h=400&s=1,Drunk Shakespeare Performance in Chicago,Comedy Shows,1–2 hours,$25.00,per adult,Free cancellation,By Drunk Shakespeare,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d17441351-Reviews-Drunk_Shakespeare-Chicago_Illinois.html
25,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7b/e1/29/caption.jpg?w=500&h=400&s=1,Chicago Pizza Tour,Bus Tours,3–4 hours,$75.00,per adult,Free cancellation,By Chicago Pizza Tours,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d1786939-Reviews-Chicago_Pizza_Tours-Chicago_Illinois.html
26,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/d3/e6/e5/caption.jpg?w=500&h=400&s=1,Chicago Sunset Cruise,Adventure Tours,1–2 hours,$40.00,per adult,Free cancellation,By Wendella,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d534491-Reviews-Wendella-Chicago_Illinois.html
