,Attraction Name,Attraction Type,City,Country
241,Demiroren Istiklal Shopping Center,Shopping Malls,Istanbul,Turkey
242,Serpent Column,Historic Sites,Istanbul,Turkey
243,Polonezköy Hayvanat Bahçesi ve Doğal Yaşam Parkı (Polonezköy Zoo),Zoos,Istanbul,Turkey
244,Capitol Shopping Center Uskudar,Shopping Malls,Istanbul,Turkey
245,Solar Beach,Beaches,Istanbul,Turkey
246,Aqua Beach,Beaches,Istanbul,Turkey
247,Besiktas JK Museum,Speciality Museums,Istanbul,Turkey
248,1001 Direk Sarnici,Historic Sites,Istanbul,Turkey
249,,1,Istanbul,Turkey
250,Clock Tower Dolmabahce,Historic Sites • Points of Interest & Landmarks,Istanbul,Turkey
251,MOIPARK,Amusement & Theme Parks,Istanbul,Turkey
252,Santral Istanbul Energy Museum,Speciality Museums,Istanbul,Turkey
253,Yavuz Sultan Selim Mosque,Religious Sites,Istanbul,Turkey
254,Fransiz Sokagi,Neighborhoods,Istanbul,Turkey
255,Istanbul Photography Museum,Speciality Museums,Istanbul,Turkey
256,Burc Beach,Beaches,Istanbul,Turkey
257,Galipdede Caddesi,Neighborhoods,Istanbul,Turkey
258,Mihrimah Sultan Camii (Iskele Camii),Religious Sites,Istanbul,Turkey
259,Museum of Painting & Sculpture,Art Museums,Istanbul,Turkey
260,Turkan Saylan Kultur Merkezi,Theaters • Arenas & Stadiums,Istanbul,Turkey
261,Shrine Of Zoodochus Pege-Balikli Kilise,Churches & Cathedrals,Istanbul,Turkey
262,Sancaklar Camii,Religious Sites,Istanbul,Turkey
263,Cinili Kosk (Tiled Kiosk),Architectural Buildings,Istanbul,Turkey
264,Bostanci Lunaparki,Amusement & Theme Parks,Istanbul,Turkey
265,Republic Monument,Monuments & Statues,Istanbul,Turkey
266,Sultan Ahmet Tomb,Religious Sites,Istanbul,Turkey
267,"Railway Museum, Istanbul",Speciality Museums,Istanbul,Turkey
268,Milion Stone,Points of Interest & Landmarks,Istanbul,Turkey
269,Galatasaray High School (Galatasaray Lisesi),Historic Sites • Educational sites,Istanbul,Turkey
270,ATU Duty Free,Airport Shops,Istanbul,Turkey
271,Sanatcilar Parki,Parks,Istanbul,Turkey
272,Rumelifeneri Kalesi,Castles,Istanbul,Turkey
273,Hisart Canli Tarih Muzesi,Speciality Museums,Istanbul,Turkey
274,Torium Alisveris Merkezi,Shopping Malls,Istanbul,Turkey
275,Aviation Museum,Military Museums,Istanbul,Turkey
276,Kozzy Alisveris ve Kultur Merkezi,Shopping Malls,Istanbul,Turkey
277,Halic Koprusu,Bridges,Istanbul,Turkey
278,Alkuzu Riding School,Sports Camps & Clinics • Sports Complexes,Istanbul,Turkey
279,Levent,Neighborhoods,Istanbul,Turkey
280,,1,Istanbul,Turkey
281,Beylikduzu Migros AVM,Shopping Malls,Istanbul,Turkey
282,The Quincentennial Foundation Museum of Turkish Jews,Speciality Museums,Istanbul,Turkey
283,Saray Koleksiyonlari Museum,Speciality Museums,Istanbul,Turkey
284,Karakoy Rihtim,Scenic Walking Areas,Istanbul,Turkey
285,Trump Alısveris Merkezi,Shopping Malls,Istanbul,Turkey
