,Attraction Name,Attraction Type,City,Country
124,,7,Barcelona,Spain
125,Parque de la España Industrial,Parks,Barcelona,Spain
126,Piscines Bernat Picornell,Water Parks,Barcelona,Spain
127,Centro de Convenciones Internacional de Barcelona,Convention Centers,Barcelona,Spain
128,Porta de la Finca Miralles,Points of Interest & Landmarks,Barcelona,Spain
129,Desconsol,Monuments & Statues,Barcelona,Spain
130,Barts,Theaters,Barcelona,Spain
131,Jardins de La Tamarita,Parks • Gardens,Barcelona,Spain
132,Plaza Sant Miquel,Points of Interest & Landmarks,Barcelona,Spain
133,JuegaRV Barcelona,Amusement & Theme Parks,Barcelona,Spain
134,Barcelona Beach Festival,Music Festivals,Barcelona,Spain
135,Antigua Fabrica Estrella Damm,Points of Interest & Landmarks • Architectural Buildings,Barcelona,Spain
136,Mercat Sagrada Familia,Farmers Markets,Barcelona,Spain
137,Royal Artistic Circle of Barcelona,Art Museums,Barcelona,Spain
138,Avinguda Reina Maria Cristina,Points of Interest & Landmarks,Barcelona,Spain
139,Monumento a Mosen Jacint Verdaguer,Monuments & Statues,Barcelona,Spain
140,Parc de l'Estacio del Nord,Parks,Barcelona,Spain
141,Teatre Goya,Theaters,Barcelona,Spain
142,Tren de l'Oreneta,Scenic Railroads,Barcelona,Spain
143,RENFE,Public Transportation Systems,Barcelona,Spain
144,Villa del Arte Galleries,Art Galleries,Barcelona,Spain
145,Santuari de la Mare de Deu Del Carme Barcelona,Religious Sites • Churches & Cathedrals,Barcelona,Spain
146,Baleària,Ferries,Barcelona,Spain
147,Teatre Condal,Theaters,Barcelona,Spain
148,Barcelona Fira Montjuic Hall of Conferences,Convention Centers,Barcelona,Spain
149,Palacio Real de Pedralbes,Historic Sites • Points of Interest & Landmarks,Barcelona,Spain
150,Casa Golferichs,Points of Interest & Landmarks • Architectural Buildings,Barcelona,Spain
151,Primavera Sound Barcelona,Music Festivals,Barcelona,Spain
152,Monumento Francesc Masia,Monuments & Statues,Barcelona,Spain
153,Church of San Felipe Neri,Churches & Cathedrals,Barcelona,Spain
154,Casa Thomas,Points of Interest & Landmarks • Architectural Buildings,Barcelona,Spain
155,,8,Barcelona,Spain
156,Mirador del Poble Sec,Lookouts,Barcelona,Spain
157,Fran Daurel Foundation (Fundacio Fran Daurel),Speciality Museums,Barcelona,Spain
158,Massimo Dutti,Department Stores,Barcelona,Spain
159,Jardines del Turo del Putxet,Parks • Gardens,Barcelona,Spain
160,Mosaic del Pla de l'Os,Points of Interest & Landmarks,Barcelona,Spain
161,Jardins de Rubió i Lluch,Gardens,Barcelona,Spain
162,Fanals,Points of Interest & Landmarks,Barcelona,Spain
